평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
23.4,29.7,16.9,43.3,0.0,3.1,5.8,70.0,0.025,0.015,0.3,0.003
21.0,24.5,18.3,62.5,1.5,2.6,5.7,20.0,0.019,0.015,0.3,0.003
22.2,27.1,17.4,54.5,0.0,2.0,4.6,290.0,0.017,0.021,0.3,0.003
20.6,24.5,17.9,60.4,0.0,3.3,5.8,270.0,0.016,0.022,0.3,0.003
17.7,19.2,16.1,85.3,17.5,3.8,6.9,270.0,0.014,0.026,0.3,0.004
23.2,28.6,15.8,71.3,0.0,3.1,8.1,200.0,0.017,0.035,0.5,0.004
24.2,29.0,20.6,68.5,4.5,2.7,4.7,90.0,0.034,0.013,0.3,0.003
23.9,28.6,20.4,73.8,0.5,1.8,3.8,70.0,0.023,0.024,0.4,0.003
25.6,29.6,22.1,71.3,0.0,1.5,2.6,70.0,0.017,0.018,0.4,0.003
26.4,31.1,23.0,66.1,0.0,1.7,4.4,250.0,0.018,0.028,0.4,0.003
24.7,29.0,21.0,69.0,0.0,1.8,4.4,270.0,0.005,0.039,0.5,0.004
24.3,28.6,20.9,69.8,0.0,1.8,3.8,270.0,0.033,0.044,0.6,0.004
23.0,26.5,21.5,76.4,4.5,1.3,4.5,230.0,0.016,0.04,0.6,0.004
23.9,29.3,19.7,71.1,0.0,1.8,4.6,290.0,0.023,0.035,0.5,0.004
24.4,29.1,20.0,65.4,0.0,1.6,3.3,50.0,0.031,0.026,0.5,0.003
24.5,28.2,22.1,66.3,0.0,1.7,3.1,290.0,0.034,0.018,0.4,0.003
23.4,27.5,21.4,68.9,2.5,1.9,4.8,290.0,0.017,0.023,0.4,0.003
24.6,30.8,19.6,62.5,0.0,1.8,4.0,270.0,0.02,0.022,0.3,0.003
24.6,28.9,21.4,66.1,0.0,1.8,4.2,290.0,0.032,0.023,0.4,0.004
23.9,29.5,18.8,68.1,0.0,1.3,3.5,290.0,0.027,0.023,0.5,0.003
24.6,29.5,20.4,64.9,0.0,1.5,3.4,270.0,0.036,0.022,0.5,0.006
23.1,28.2,18.5,64.8,7.0,2.9,5.4,90.0,0.039,0.01,0.4,0.004
23.5,28.3,20.2,53.4,0.0,3.1,4.8,70.0,0.038,0.007,0.3,0.003
21.9,27.8,18.2,53.3,0.0,3.5,5.9,50.0,0.03,0.009,0.2,0.003
20.6,26.8,15.4,41.1,0.0,3.1,5.6,50.0,0.03,0.013,0.2,0.003
20.2,25.3,14.3,43.4,0.0,2.0,3.7,90.0,0.027,0.02,0.3,0.003
21.9,27.2,17.5,46.3,0.0,1.8,3.6,50.0,0.026,0.028,0.4,0.003
21.4,27.9,16.4,57.9,0.0,1.6,3.4,290.0,0.026,0.037,0.4,0.004
22.3,28.9,16.5,60.6,0.0,1.6,3.7,290.0,0.038,0.037,0.5,0.004
23.0,29.7,18.6,57.6,0.0,1.2,3.6,250.0,0.034,0.033,0.5,0.004
23.6,28.9,19.7,59.1,0.0,1.8,4.6,90.0,0.019,0.036,0.5,0.004
21.0,23.8,19.1,82.5,13.5,1.3,3.7,290.0,0.006,0.037,0.4,0.003
19.9,21.8,18.7,84.6,0.5,1.3,3.8,320.0,0.007,0.032,0.4,0.003
20.4,24.8,18.2,64.4,0.0,3.0,4.8,70.0,0.019,0.012,0.3,0.003
20.5,23.5,17.7,66.9,0.0,1.6,3.7,90.0,0.013,0.027,0.4,0.004
21.1,25.6,17.5,69.0,0.0,1.2,2.4,50.0,0.013,0.03,0.5,0.004
19.0,22.4,16.7,84.1,18.5,2.7,5.9,70.0,0.011,0.021,0.4,0.003
22.7,27.9,19.6,73.3,6.5,2.7,6.1,200.0,0.02,0.019,0.4,0.003
22.0,29.0,15.6,58.9,0.0,2.4,4.5,50.0,0.02,0.02,0.3,0.003
21.1,27.2,17.5,61.9,0.0,3.0,4.7,50.0,0.029,0.017,0.4,0.003
18.0,23.5,13.6,59.3,0.0,2.6,5.6,320.0,0.024,0.027,0.5,0.004
19.7,24.8,16.5,67.8,2.0,2.6,4.4,140.0,0.021,0.019,0.4,0.003
16.8,21.8,10.3,66.4,6.0,2.9,6.2,290.0,0.03,0.015,0.4,0.003
11.3,16.6,6.5,46.3,0.0,2.9,5.2,320.0,0.028,0.012,0.3,0.003
14.0,21.4,7.4,43.3,0.0,1.6,3.8,320.0,0.016,0.028,0.4,0.003
15.4,21.1,10.0,62.4,0.0,1.8,3.9,270.0,0.009,0.047,0.5,0.004
15.5,20.7,11.4,57.0,0.0,2.0,4.1,270.0,0.022,0.03,0.5,0.004
15.2,21.9,9.3,44.1,0.0,1.4,3.5,290.0,0.011,0.044,0.5,0.004
16.7,23.5,10.5,61.8,0.0,1.3,2.7,290.0,0.012,0.051,0.7,0.005
19.1,27.1,12.4,60.6,0.0,1.3,2.6,270.0,0.018,0.041,0.6,0.004
17.2,19.5,15.4,74.1,1.5,1.5,2.9,110.0,0.013,0.03,0.5,0.004
17.5,21.7,14.5,76.1,0.0,1.4,4.3,290.0,0.016,0.033,0.6,0.004
17.0,24.0,11.2,70.9,0.0,1.4,2.9,50.0,0.011,0.042,0.6,0.004
18.0,24.3,14.0,67.6,0.0,1.5,3.4,270.0,0.018,0.047,0.6,0.005
18.6,25.8,12.9,61.3,0.0,1.8,5.0,50.0,0.025,0.034,0.6,0.004
17.9,22.0,15.7,58.6,0.0,3.0,4.7,70.0,0.025,0.018,0.4,0.003
18.3,22.8,14.5,59.0,0.0,1.8,4.2,50.0,0.022,0.024,0.4,0.004
13.3,17.8,10.6,66.3,2.5,4.0,6.3,50.0,0.028,0.01,0.3,0.003
15.1,20.6,9.0,54.8,0.0,2.4,3.7,50.0,0.022,0.02,0.3,0.003
14.1,17.5,12.5,84.0,37.0,2.2,4.8,320.0,0.014,0.026,0.5,0.003
13.3,16.3,10.5,81.0,0.0,1.4,3.5,270.0,0.003,0.037,0.7,0.004
14.6,20.9,8.6,65.4,0.0,1.9,4.0,50.0,0.009,0.03,0.6,0.004
14.6,18.4,10.2,61.8,0.3,2.5,5.6,320.0,0.015,0.028,0.5,0.004
7.8,11.2,3.5,40.3,0.0,3.0,5.7,320.0,0.023,0.019,0.3,0.004
7.9,15.1,1.6,31.9,0.0,1.5,2.7,270.0,0.015,0.03,0.4,0.004
5.7,8.2,0.7,59.9,0.5,2.0,4.9,290.0,0.008,0.037,0.5,0.005
1.5,6.6,-2.4,43.6,0.0,2.7,4.6,320.0,0.019,0.024,0.4,0.004
4.1,10.5,-2.7,53.1,0.1,1.4,4.2,270.0,0.007,0.044,0.5,0.005
9.1,14.1,4.2,62.8,0.2,1.6,5.0,250.0,0.01,0.047,0.6,0.005
12.3,15.7,8.2,67.0,0.0,2.7,6.1,200.0,0.021,0.043,0.6,0.005
15.0,18.1,12.2,77.4,0.0,2.2,5.1,200.0,0.031,0.041,0.6,0.005
14.0,18.3,11.9,59.4,0.0,3.4,5.6,50.0,0.023,0.021,0.4,0.004
12.8,17.8,8.5,71.3,5.5,2.8,5.1,250.0,0.021,0.025,0.4,0.004
4.1,8.4,0.4,58.0,0.5,3.5,5.6,320.0,0.025,0.02,0.5,0.004
2.1,8.6,-3.2,41.1,0.0,1.9,5.2,320.0,0.014,0.034,0.5,0.005
6.0,9.8,1.5,55.5,0.4,2.0,4.1,160.0,0.004,0.041,0.5,0.005
9.1,14.2,6.2,63.3,4.0,2.2,5.7,290.0,0.014,0.036,0.5,0.005
11.4,16.7,5.1,62.1,0.0,2.3,5.4,200.0,0.013,0.042,0.6,0.005
14.4,18.1,12.1,74.8,0.5,1.7,3.5,70.0,0.013,0.04,0.6,0.005
13.2,15.8,10.2,78.5,1.5,1.7,4.1,320.0,0.004,0.048,0.7,0.005
5.2,10.2,2.5,44.3,0.0,2.8,5.5,320.0,0.018,0.027,0.4,0.005
5.2,12.0,0.0,44.3,0.0,1.4,3.2,290.0,0.005,0.047,0.6,0.005
9.1,16.5,4.0,56.4,0.0,1.2,2.2,20.0,0.007,0.051,0.8,0.006
10.3,14.6,4.9,58.4,0.0,1.9,3.8,50.0,0.006,0.049,0.8,0.006
13.0,18.6,9.9,71.1,0.0,2.2,4.6,250.0,0.007,0.042,0.6,0.005
9.8,15.3,6.4,48.6,0.0,2.5,5.2,290.0,0.02,0.023,0.6,0.005
9.5,14.6,5.1,40.5,0.0,2.2,4.9,290.0,0.007,0.043,0.6,0.005
2.0,8.4,-2.1,43.3,0.2,3.9,6.1,290.0,0.017,0.024,0.5,0.005
-1.8,3.6,-4.8,37.5,0.0,3.0,5.7,290.0,0.014,0.024,0.4,0.005
-2.5,2.4,-6.2,37.8,0.0,2.1,4.8,290.0,0.018,0.024,0.4,0.005
1.0,6.0,-3.5,43.9,0.0,1.5,4.3,290.0,0.007,0.044,0.6,0.005
0.9,2.7,-0.7,69.6,2.8,2.3,3.7,50.0,0.003,0.044,0.7,0.004
3.3,6.6,0.5,81.3,0.0,1.5,4.5,290.0,0.003,0.037,0.7,0.004
1.4,5.6,-1.4,57.9,0.0,2.5,4.0,270.0,0.012,0.032,0.6,0.005
1.7,8.6,-2.8,40.8,0.0,1.6,3.1,270.0,0.008,0.042,0.6,0.005
6.0,9.8,0.7,59.8,1.0,2.0,3.6,70.0,0.002,0.049,0.7,0.005
4.1,7.0,-1.0,47.6,0.0,3.6,6.9,290.0,0.019,0.023,0.5,0.004
1.6,7.9,-3.5,48.4,0.0,1.8,4.2,290.0,0.008,0.041,0.6,0.004
4.5,11.3,-0.7,58.8,0.0,1.4,2.6,290.0,0.005,0.051,0.8,0.005
5.5,9.5,2.0,60.1,0.0,1.2,2.8,50.0,0.002,0.053,0.9,0.005
5.9,10.3,0.5,69.1,1.5,3.0,6.0,270.0,0.012,0.036,0.7,0.005
-1.1,4.3,-4.2,38.5,0.0,2.5,5.2,270.0,0.012,0.03,0.5,0.004
1.7,7.5,-2.7,58.3,0.0,2.3,4.2,50.0,0.004,0.049,0.7,0.005
2.1,6.1,-3.0,70.0,3.0,1.7,3.4,50.0,0.003,0.047,0.8,0.004
1.4,4.2,-2.9,65.8,3.0,2.8,5.8,320.0,0.014,0.028,0.5,0.004
-1.6,3.6,-5.9,47.6,0.0,1.9,4.8,320.0,0.012,0.033,0.5,0.004
-1.1,6.4,-6.1,42.6,0.0,1.2,4.1,340.0,0.011,0.034,0.6,0.004
2.3,6.3,-3.0,37.9,0.0,1.9,3.5,50.0,0.003,0.041,0.6,0.004
3.4,8.8,-0.4,53.6,0.0,2.0,4.7,290.0,0.006,0.043,0.8,0.005
-1.4,-0.1,-2.3,68.1,0.1,2.7,4.3,290.0,0.005,0.034,0.6,0.004
-5.0,-1.5,-7.6,41.8,0.0,3.0,5.3,290.0,0.014,0.025,0.5,0.004
-4.7,0.0,-9.8,40.3,0.0,2.2,4.7,290.0,0.012,0.033,0.5,0.004
2.7,8.0,-2.7,60.1,0.0,1.8,3.9,50.0,0.003,0.048,0.7,0.005
4.9,8.1,2.7,68.8,0.0,1.9,4.1,50.0,0.006,0.041,0.7,0.004
7.2,12.0,4.3,66.0,0.1,2.5,4.8,50.0,0.006,0.038,0.5,0.004
7.6,13.6,4.4,71.3,0.0,1.2,3.4,270.0,0.006,0.043,0.7,0.005
7.9,12.6,4.1,75.5,29.0,3.5,7.2,50.0,0.007,0.033,0.6,0.004
5.5,11.0,1.5,90.3,23.5,3.5,6.3,270.0,0.01,0.026,0.7,0.004
-2.5,1.5,-4.4,71.1,0.1,3.6,6.5,290.0,0.016,0.02,0.5,0.004
-2.4,1.1,-4.3,66.0,0.0,1.8,3.3,340.0,0.009,0.028,0.7,0.004
1.0,6.4,-4.5,69.5,0.0,1.7,3.5,50.0,0.006,0.031,0.7,0.004
2.5,4.4,1.3,73.8,0.0,1.4,4.2,320.0,0.005,0.036,0.7,0.004
-2.3,1.3,-6.3,54.6,0.5,3.5,5.8,290.0,0.019,0.02,0.5,0.004
-3.7,2.6,-8.4,49.0,0.0,1.8,4.0,290.0,0.008,0.037,0.6,0.004
-4.2,-1.1,-7.2,53.1,0.3,2.8,5.4,290.0,0.011,0.03,0.5,0.004
-3.9,1.0,-9.1,50.9,0.0,1.3,3.0,50.0,0.005,0.042,0.7,0.004
0.7,5.7,-3.6,65.4,0.0,1.5,2.9,50.0,0.003,0.045,0.8,0.004
2.7,6.9,-1.6,75.9,0.0,1.5,2.8,50.0,0.003,0.039,0.8,0.004
5.0,9.2,1.8,77.8,0.3,2.1,4.2,250.0,0.014,0.04,0.9,0.005
2.0,7.7,-2.3,61.8,0.0,1.8,4.0,250.0,0.011,0.045,0.9,0.005
3.9,8.9,1.0,55.0,0.0,1.7,4.0,250.0,0.005,0.055,1.0,0.005
3.8,7.3,-0.1,52.3,0.0,3.1,5.6,50.0,0.014,0.032,0.6,0.004
5.4,11.4,2.5,58.5,0.0,2.4,5.1,50.0,0.014,0.036,0.5,0.004
4.6,10.5,0.0,64.9,0.0,1.4,3.0,290.0,0.004,0.046,0.7,0.004
6.5,10.9,4.0,61.4,0.0,2.6,4.9,270.0,0.016,0.031,0.6,0.004
1.5,4.3,-3.1,60.8,0.0,3.3,5.8,290.0,0.025,0.024,0.7,0.005
-3.7,1.1,-7.4,45.1,0.0,3.2,7.0,290.0,0.021,0.023,0.4,0.004
-3.8,1.5,-9.4,36.4,0.0,2.1,5.4,270.0,0.014,0.032,0.5,0.004
-2.2,1.0,-6.1,43.1,0.0,3.1,6.5,290.0,0.015,0.033,0.5,0.004
-6.0,-1.4,-8.6,47.4,0.6,2.9,7.0,270.0,0.023,0.02,0.4,0.004
-8.4,-5.4,-10.5,33.3,0.0,3.8,7.0,290.0,0.024,0.014,0.4,0.004
-6.6,-0.9,-11.5,35.3,0.0,2.3,5.0,290.0,0.016,0.024,0.5,0.004
-3.8,4.0,-8.9,37.6,0.0,1.4,2.9,250.0,0.006,0.046,0.9,0.004
-2.0,3.4,-7.1,46.6,0.0,1.5,2.6,270.0,0.003,0.063,1.1,0.005
-0.5,2.8,-3.0,68.9,0.0,1.3,3.1,290.0,0.002,0.07,1.4,0.005
-1.2,4.7,-4.9,55.4,0.0,1.6,4.6,270.0,0.003,0.056,1.1,0.005
-4.4,-1.4,-7.8,70.3,4.0,3.0,6.4,290.0,0.016,0.034,0.6,0.004
-5.2,-0.9,-10.0,78.1,2.1,1.6,5.8,270.0,0.006,0.044,0.8,0.004
-8.3,-3.3,-10.9,51.3,0.0,3.8,6.2,250.0,0.028,0.015,0.5,0.005
-8.9,-4.1,-12.6,48.4,0.0,2.2,4.7,270.0,0.016,0.033,0.6,0.005
-7.0,-1.3,-11.6,49.6,0.0,2.0,4.1,290.0,0.007,0.049,0.8,0.005
-5.2,0.9,-10.2,50.6,0.0,1.5,4.0,320.0,0.005,0.056,0.9,0.005
-1.3,3.4,-7.9,64.4,0.3,2.2,5.6,180.0,0.006,0.055,0.9,0.005
-2.6,3.1,-5.7,47.3,3.0,3.4,6.1,270.0,0.023,0.018,0.4,0.004
-1.6,4.3,-8.2,38.0,0.0,1.7,3.3,50.0,0.01,0.031,0.5,0.003
0.8,2.5,-0.9,71.1,4.5,1.8,4.2,270.0,0.005,0.037,0.6,0.004
-4.8,-0.9,-7.9,61.4,0.1,3.3,5.8,290.0,0.023,0.019,0.5,0.004
-5.4,0.2,-9.9,44.8,0.0,1.7,3.5,290.0,0.006,0.043,0.6,0.004
-4.0,0.7,-7.5,44.5,0.0,2.5,5.2,290.0,0.015,0.034,0.6,0.004
-2.7,3.3,-9.2,52.9,0.0,2.7,6.0,290.0,0.013,0.038,0.6,0.004
1.5,6.7,-2.3,65.4,0.0,1.5,4.4,250.0,0.013,0.051,0.8,0.005
0.9,3.2,-2.9,69.4,0.0,1.6,3.0,50.0,0.004,0.055,0.9,0.004
1.2,2.3,-1.5,75.3,0.5,2.1,4.8,270.0,0.016,0.033,0.7,0.004
-1.7,2.6,-4.4,51.0,0.0,3.0,4.8,270.0,0.026,0.023,0.4,0.004
-2.0,3.0,-5.6,45.4,0.0,1.5,3.5,270.0,0.008,0.042,0.6,0.004
-2.2,0.6,-4.9,50.1,0.0,2.0,4.9,270.0,0.005,0.049,0.8,0.005
-5.3,-2.1,-7.1,47.0,0.0,3.8,6.7,290.0,0.024,0.018,0.4,0.004
-6.6,-2.5,-9.3,44.3,0.0,4.1,6.2,290.0,0.025,0.015,0.4,0.004
-4.8,0.8,-9.2,45.4,0.0,2.8,5.6,290.0,0.021,0.021,0.4,0.004
-2.2,4.2,-7.4,51.3,0.0,2.1,4.8,250.0,0.015,0.033,0.6,0.004
0.1,6.1,-5.4,59.6,0.0,1.6,3.9,250.0,0.005,0.052,0.8,0.004
0.3,6.5,-4.0,46.0,0.0,2.5,4.2,290.0,0.012,0.051,0.8,0.005
1.8,8.0,-3.9,52.1,0.0,1.4,3.4,200.0,0.006,0.066,1.0,0.007
5.5,10.3,-1.9,63.9,0.0,2.0,4.1,230.0,0.01,0.057,0.9,0.005
0.8,9.0,-5.2,56.9,4.0,3.9,6.1,250.0,0.025,0.021,0.4,0.004
-2.6,2.9,-7.0,49.4,0.0,2.8,6.2,320.0,0.025,0.024,0.5,0.004
2.3,5.7,-3.4,68.0,1.0,1.9,4.5,160.0,0.019,0.033,0.6,0.004
-1.5,5.4,-5.2,53.8,0.5,4.2,7.8,290.0,0.029,0.019,0.4,0.004
-0.6,6.9,-7.6,37.1,0.0,1.6,3.2,200.0,0.014,0.042,0.6,0.004
1.7,2.9,-0.9,70.8,5.1,2.7,6.7,290.0,0.006,0.043,0.6,0.004
-1.5,2.1,-4.2,56.4,0.0,3.8,6.7,290.0,0.03,0.019,0.5,0.004
-0.8,4.4,-5.8,51.3,0.0,2.2,5.5,250.0,0.022,0.032,0.5,0.005
2.6,8.4,-2.8,63.6,0.0,2.3,5.4,250.0,0.017,0.041,0.7,0.005
3.6,10.1,-1.5,52.8,0.0,2.1,5.2,290.0,0.02,0.033,0.7,0.004
3.7,10.7,-1.8,37.4,0.0,1.8,4.0,270.0,0.01,0.044,0.6,0.004
5.6,12.3,-1.3,41.5,0.0,2.0,4.2,200.0,0.014,0.051,0.7,0.006
5.0,11.4,2.0,65.0,5.0,1.8,5.9,270.0,0.021,0.043,0.7,0.005
1.8,6.6,-1.1,59.5,0.5,3.1,5.7,250.0,0.028,0.023,0.5,0.004
3.3,10.4,-3.1,54.4,0.0,2.1,5.0,270.0,0.016,0.042,0.6,0.005
5.7,12.7,0.1,60.0,0.0,1.6,3.9,290.0,0.011,0.047,0.7,0.005
5.2,10.4,1.2,71.6,0.5,2.1,4.9,270.0,0.021,0.04,0.7,0.005
0.1,4.0,-2.8,41.3,0.0,4.0,6.7,290.0,0.032,0.017,0.4,0.004
-1.3,2.9,-4.0,37.5,0.0,3.9,6.5,320.0,0.033,0.016,0.4,0.004
-0.1,5.0,-5.3,50.6,0.0,3.1,6.2,200.0,0.027,0.025,0.5,0.004
3.2,10.7,-2.7,47.3,0.0,3.1,7.3,200.0,0.027,0.029,0.5,0.005
4.8,12.2,-1.2,37.4,0.0,2.2,5.0,270.0,0.02,0.042,0.6,0.005
7.3,16.7,-0.2,37.4,0.0,1.8,5.2,270.0,0.014,0.058,0.7,0.006
8.2,14.0,4.4,58.4,0.0,2.0,6.1,270.0,0.023,0.051,0.8,0.006
6.9,12.2,1.5,49.8,0.0,2.5,5.1,320.0,0.035,0.023,0.5,0.005
5.8,10.9,1.0,37.5,0.0,3.2,6.0,320.0,0.033,0.024,0.5,0.004
6.3,13.3,0.4,34.9,0.0,2.1,5.0,270.0,0.022,0.035,0.5,0.004
6.2,13.4,1.0,41.8,0.0,1.9,5.2,250.0,0.018,0.053,0.7,0.005
7.7,15.7,1.2,43.1,0.0,2.0,5.6,290.0,0.016,0.058,0.7,0.005
9.5,16.1,5.9,34.1,0.0,2.3,5.9,270.0,0.024,0.054,0.7,0.006
10.9,18.9,3.2,36.0,0.0,1.6,4.1,320.0,0.026,0.046,0.7,0.005
10.2,15.5,6.0,40.4,0.0,1.8,4.3,270.0,0.009,0.061,0.7,0.006
7.4,12.6,4.3,48.1,0.0,3.1,6.2,290.0,0.026,0.036,0.6,0.006
7.6,14.1,1.9,32.8,0.0,2.5,5.4,290.0,0.024,0.039,0.5,0.005
9.1,15.0,5.1,34.0,0.0,2.2,5.4,230.0,0.021,0.05,0.6,0.005
8.7,15.2,3.9,41.4,0.0,2.1,4.9,270.0,0.022,0.04,0.5,0.005
8.1,12.6,5.0,41.1,0.0,2.1,4.9,200.0,0.02,0.044,0.5,0.005
7.3,11.6,4.8,53.1,0.0,2.2,5.0,270.0,0.029,0.034,0.5,0.005
6.1,10.9,4.4,67.4,0.4,2.5,8.5,320.0,0.031,0.034,0.7,0.004
7.1,12.7,2.5,59.8,0.0,1.9,4.6,230.0,0.018,0.04,0.6,0.004
8.8,14.4,4.7,54.9,0.0,2.3,4.6,270.0,0.031,0.038,0.6,0.005
10.6,17.1,4.1,50.0,0.0,1.9,4.4,290.0,0.019,0.054,0.6,0.005
8.6,12.4,4.9,70.6,1.5,2.4,4.9,50.0,0.023,0.034,0.5,0.004
9.0,15.1,4.8,60.5,1.0,2.1,5.2,250.0,0.031,0.023,0.4,0.003
9.0,15.8,3.1,53.1,0.0,2.1,5.3,230.0,0.038,0.024,0.5,0.003
11.4,19.2,4.3,45.6,0.0,2.1,5.4,290.0,0.03,0.047,0.7,0.004
14.1,21.8,6.7,35.3,0.0,2.0,5.0,270.0,0.032,0.048,0.6,0.005
12.0,14.2,10.8,66.0,37.5,2.4,5.5,50.0,0.024,0.043,0.5,0.004
10.4,12.4,9.4,90.0,3.0,2.4,5.1,200.0,0.022,0.028,0.4,0.003
14.5,23.5,9.0,68.1,0.0,2.1,4.8,290.0,0.019,0.04,0.5,0.004
13.0,19.9,8.6,74.5,0.5,2.5,5.6,250.0,0.02,0.043,0.6,0.004
14.8,20.5,10.6,59.6,0.5,2.8,5.8,70.0,0.033,0.016,0.5,0.003
16.5,23.3,10.1,25.8,0.0,2.8,5.4,70.0,0.039,0.019,0.4,0.003
15.3,20.2,11.5,36.8,0.0,3.2,6.8,250.0,0.034,0.028,0.4,0.004
11.5,16.4,8.8,21.8,0.0,3.7,7.0,250.0,0.039,0.018,0.3,0.003
12.7,19.6,6.3,54.0,0.0,2.5,5.4,200.0,0.034,0.033,0.5,0.004
13.0,17.7,10.1,57.9,6.0,3.5,8.1,200.0,0.047,0.028,0.5,0.004
16.8,24.3,10.9,59.4,0.0,2.2,5.2,270.0,0.047,0.026,0.5,0.005
18.7,24.4,12.9,52.9,0.0,1.4,3.8,270.0,0.03,0.042,0.6,0.005
14.7,18.0,11.2,66.5,5.5,2.2,6.4,320.0,0.023,0.04,0.5,0.004
11.7,17.4,9.4,76.5,7.5,2.5,6.1,230.0,0.025,0.028,0.5,0.003
12.6,18.4,7.0,43.1,0.0,2.9,6.6,270.0,0.031,0.023,0.4,0.003
12.9,18.2,9.9,45.4,0.1,2.3,4.8,230.0,0.027,0.037,0.4,0.004
13.1,19.3,7.6,56.5,0.0,2.0,4.8,270.0,0.024,0.041,0.5,0.004
14.8,22.5,8.5,48.4,0.0,2.1,6.6,270.0,0.031,0.031,0.5,0.004
14.9,21.7,8.9,40.0,0.0,2.4,6.3,200.0,0.043,0.03,0.5,0.004
15.1,21.3,8.3,39.4,0.0,2.7,6.2,230.0,0.038,0.032,0.5,0.004
16.0,20.4,12.9,56.8,0.0,2.7,5.1,250.0,0.042,0.035,0.5,0.004
15.1,20.2,10.5,36.0,0.0,3.3,6.4,290.0,0.043,0.016,0.4,0.004
13.6,19.8,7.9,41.8,0.0,3.3,6.7,270.0,0.04,0.021,0.4,0.004
14.4,21.5,8.9,57.3,0.0,3.0,6.5,270.0,0.041,0.028,0.6,0.005
17.1,23.7,9.6,44.3,0.0,2.7,6.1,230.0,0.035,0.031,0.6,0.005
19.3,27.8,13.7,57.9,0.0,2.6,5.0,230.0,0.078,0.022,0.6,0.006
20.1,28.3,12.8,50.8,0.0,1.9,4.7,270.0,0.058,0.027,0.6,0.005
20.7,28.0,15.2,42.0,0.0,2.1,4.5,270.0,0.043,0.044,0.6,0.005
21.5,30.2,14.5,34.1,0.0,2.0,7.4,270.0,0.053,0.04,0.6,0.004
21.0,27.5,14.8,43.6,0.0,2.0,5.4,270.0,0.035,0.04,0.5,0.004
20.9,27.0,15.5,53.4,0.0,3.2,6.9,270.0,0.034,0.02,0.4,0.004
14.9,19.3,10.0,32.0,0.0,3.8,8.1,250.0,0.043,0.015,0.3,0.003
16.6,22.8,10.9,42.6,0.0,3.2,6.5,250.0,0.043,0.02,0.4,0.004
17.9,23.5,11.1,43.6,0.0,2.1,4.4,250.0,0.041,0.037,0.5,0.005
17.1,22.6,15.3,62.6,2.5,1.6,3.9,70.0,0.026,0.035,0.5,0.004
16.4,20.8,14.2,73.0,2.5,2.5,5.8,270.0,0.031,0.02,0.4,0.003
19.3,24.8,13.1,65.3,0.0,1.8,4.3,200.0,0.028,0.037,0.5,0.004
19.1,21.1,16.8,71.6,0.0,2.1,5.0,230.0,0.022,0.04,0.6,0.004
16.4,22.6,12.4,77.8,6.0,3.1,8.5,230.0,0.033,0.024,0.5,0.004
15.7,20.7,11.0,58.3,0.0,3.7,6.7,270.0,0.042,0.015,0.4,0.003
16.0,20.1,12.3,61.4,0.0,2.8,4.8,270.0,0.031,0.024,0.4,0.003
17.1,22.3,13.3,60.5,0.0,2.0,4.2,270.0,0.031,0.028,0.4,0.004
18.6,25.9,12.3,51.5,0.0,2.1,5.4,270.0,0.029,0.037,0.5,0.004
20.4,26.9,13.9,41.9,0.0,2.3,5.5,250.0,0.041,0.038,0.5,0.004
21.1,27.9,15.1,42.6,0.0,2.6,5.5,290.0,0.044,0.034,0.5,0.005
20.9,27.3,15.4,44.0,0.0,2.4,5.7,270.0,0.032,0.04,0.5,0.004
21.5,27.6,16.0,48.1,0.0,2.3,4.7,250.0,0.036,0.026,0.4,0.004
21.8,28.0,15.9,53.6,0.0,2.0,5.0,290.0,0.031,0.029,0.4,0.004
20.0,24.4,17.2,68.0,5.0,1.9,4.4,230.0,0.015,0.033,0.4,0.004
21.8,27.8,16.9,60.4,0.1,2.0,4.6,290.0,0.024,0.023,0.4,0.003
19.2,24.4,14.4,45.6,0.0,3.4,7.0,290.0,0.037,0.026,0.4,0.004
17.7,23.2,12.4,41.5,0.0,2.9,5.3,290.0,0.036,0.019,0.3,0.003
19.5,26.4,13.7,46.1,0.0,2.2,4.9,270.0,0.038,0.03,0.4,0.004
21.2,27.9,14.4,50.6,0.0,2.7,5.4,230.0,0.047,0.025,0.5,0.004
22.9,29.3,18.1,61.8,0.0,2.3,5.3,270.0,0.051,0.024,0.5,0.005
23.6,30.3,18.6,43.5,0.0,2.4,5.4,230.0,0.04,0.031,0.5,0.005
23.3,29.6,17.7,49.1,0.0,1.9,4.8,290.0,0.026,0.038,0.4,0.005
23.3,27.0,20.0,51.8,0.0,3.1,6.2,270.0,0.032,0.016,0.3,0.003
20.5,25.6,15.5,37.4,0.0,2.8,5.2,250.0,0.04,0.016,0.3,0.003
20.5,26.5,16.1,44.0,0.0,3.0,6.2,230.0,0.039,0.016,0.4,0.003
21.7,28.1,15.1,36.9,0.0,2.6,5.6,270.0,0.037,0.022,0.4,0.003
24.2,30.3,16.4,33.3,0.0,1.9,4.0,70.0,0.047,0.02,0.4,0.003
19.4,23.9,14.5,60.0,15.5,2.5,5.0,90.0,0.045,0.011,0.3,0.003
17.6,19.2,15.1,91.4,12.5,2.4,4.6,270.0,0.022,0.019,0.4,0.003
20.1,25.9,15.1,67.3,0.0,2.8,5.5,250.0,0.053,0.019,0.6,0.003
